Period	Document Number	Item	Transaction Bin Quantity	Transfer Type	Source Bin Number	Destination Bin Number
Mar 2024	BINT109563	31S-9	60	Inbound Staging	QDCIN1	Q160410
Mar 2024	BINT109564	31S-9	60	Inbound Staging	QDCIN1	Q160411
Mar 2024	BINT109565	31S-9	60	Inbound Staging	QDCIN1	Q160412
Mar 2024	BINT109566	31S-9	60	Inbound Staging	QDCIN1	Q160413
Mar 2024	BINT109567	31S-9	60	Inbound Staging	QDCIN1	Q160414
Mar 2024	BINT109568	31S-9	60	Inbound Staging	QDCIN1	Q160415
Mar 2024	BINT109569	31S-9	60	Inbound Staging	QDCIN1	Q160416
Mar 2024	BINT109570	31S-9	60	Inbound Staging	QDCIN1	Q160417
Mar 2024	BINT109571	31S-9	60	Inbound Staging	QDCIN1	Q160418
Mar 2024	BINT109572	31S-9	60	Inbound Staging	QDCIN1	Q160419
Mar 2024	BINT109574	31S-9	60	Inbound Staging	QDCIN2	Q160407
Mar 2024	BINT109575	31S-9	60	Inbound Staging	QDCIN2	Q160406
Mar 2024	BINT109576	U1-4	195	Inbound Staging	QDCIN1	Q270322
Mar 2024	BINT109577	31S-9	60	Inbound Staging	QDCIN2	Q160405
Mar 2024	BINT109578	31S-9	60	Inbound Staging	QDCIN2	Q160404
Mar 2024	BINT109579	U1-4	195	Inbound Staging	QDCIN1	Q270317
Mar 2024	BINT109580	U1-4	195	Inbound Staging	QDCIN1	Q270220
Mar 2024	BINT109581	31S-9	60	Inbound Staging	QDCIN2	Q160403
Mar 2024	BINT109582	U1-4	195	Inbound Staging	QDCIN1	Q270218
Mar 2024	BINT109583	U1-4	195	Inbound Staging	QDCIN1	Q270217
Mar 2024	BINT109584	31S-9	60	Inbound Staging	QDCIN2	Q160322
Mar 2024	BINT109585	U1-4	195	Inbound Staging	QDCIN1	Q270314
Mar 2024	BINT109586	31S-9	60	Inbound Staging	QDCIN2	Q160402
Mar 2024	BINT109587	U1-4	195	Inbound Staging	QDCIN1	Q270313
Mar 2024	BINT109588	U1-4	195	Inbound Staging	QDCIN1	Q270214
Mar 2024	BINT109589	31S-9	60	Inbound Staging	QDCIN2	Q160401
Mar 2024	BINT109590	U1-4	195	Inbound Staging	QDCIN1	Q270213
Mar 2024	BINT109591	U1-4	195	Inbound Staging	QDCIN1	Q270209
Mar 2024	BINT109592	31S-9	60	Inbound Staging	QDCIN2	Q160321
Mar 2024	BINT109594	U1-4	195	Inbound Staging	QDCIN1	Q270206
Mar 2024	BINT109597	31S-9	60	Inbound Staging	QDCIN2	Q160320
Mar 2024	BINT109598	U1-4	195	Inbound Staging	QDCIN1	Q270219
Mar 2024	BINT109599	31S-9	60	Inbound Staging	QDCIN2	Q160319
Mar 2024	BINT109600	RV27	54	Inbound Staging	QDCIN2	Q210344
Mar 2024	BINT109601	31S-9	60	Inbound Staging	QDCIN2	Q160318
Mar 2024	BINT109602	RV27	54	Inbound Staging	QDCIN2	Q210143
Mar 2024	BINT109603	RV27	54	Inbound Staging	QDCIN2	Q210354
Mar 2024	BINT109604	RV27	54	Inbound Staging	QDCIN2	Q230442
Mar 2024	BINT109606	RV27	54	Inbound Staging	QDCIN2	Q240344
Mar 2024	BINT109607	RV27	54	Inbound Staging	QDCIN2	Q230444
Mar 2024	BINT109608	RV27	54	Inbound Staging	QDCIN2	Q240343
Mar 2024	BINT109609	RV27	54	Inbound Staging	QDCIN2	Q240444
Mar 2024	BINT109610	RV27	54	Inbound Staging	QDCIN2	Q240342
Mar 2024	BINT109611	78DT-7MF	66	Inbound Staging	QDCIN2	Q210214
Mar 2024	BINT109612	65-6MF	54	Inbound Staging	QDCIN2	Q200251
Mar 2024	BINT109613	27M-8	54	Inbound Staging	QDCIN2	Q190249
Mar 2024	BINT109614	24M-8	66	Inbound Staging	QDCIN2	Q190230
Mar 2024	BINT109615	H8-850-AB	45	Inbound Staging	QDCIN2	Q220326
Mar 2024	BINT109616	RV27	54	Inbound Staging	QDCIN2	Q240443
Mar 2024	BINT109618	RV27	54	Inbound Staging	QDCIN2	Q240442
Mar 2024	BINT109631	2300	48	Inbound Staging	QDCIN2	Q180401
Mar 2024	BINT109632	2300	48	Inbound Staging	QDCIN2	Q180402
Mar 2024	BINT109634	2300	48	Inbound Staging	QDCIN2	Q180403
Mar 2024	BINT109635	2300	48	Inbound Staging	QDCIN2	Q180404
Mar 2024	BINT109636	2300	48	Inbound Staging	QDCIN2	Q180405
Mar 2024	BINT109637	8125	48	Inbound Staging	QDCIN2	Q210211
Mar 2024	BINT109638	2300	48	Inbound Staging	QDCIN2	Q180406
Mar 2024	BINT109639	2300	48	Inbound Staging	QDCIN2	Q180407
Mar 2024	BINT109640	2300	48	Inbound Staging	QDCIN2	Q180408
Mar 2024	BINT109642	8125	48	Inbound Staging	QDCIN2	Q220217
Mar 2024	BINT109643	2300	48	Inbound Staging	QDCIN2	Q180409
Mar 2024	BINT109644	2300	48	Inbound Staging	QDCIN2	Q180410
Mar 2024	BINT109646	2300	48	Inbound Staging	QDCIN2	Q180411
Mar 2024	BINT109647	2300	48	Inbound Staging	QDCIN2	Q180412
Mar 2024	BINT109649	8125	48	Inbound Staging	QDCIN2	Q210401
Mar 2024	BINT109669	31S-9	60	Inbound Staging	QDCIN2	Q160301
Mar 2024	BINT109670	31S-9	60	Inbound Staging	QDCIN2	Q160302
Mar 2024	BINT109671	31S-9	60	Inbound Staging	QDCIN2	Q160303
Mar 2024	BINT109672	31S-9	60	Inbound Staging	QDCIN2	Q160304
Mar 2024	BINT109673	31S-9	60	Inbound Staging	QDCIN2	Q160305
Mar 2024	BINT109674	31S-9	60	Inbound Staging	QDCIN2	Q160306
Mar 2024	BINT109675	31S-9	60	Inbound Staging	QDCIN2	Q160307
Mar 2024	BINT109676	31S-9	60	Inbound Staging	QDCIN2	Q160308
Mar 2024	BINT109678	31S-9	60	Inbound Staging	QDCIN2	Q160309
Mar 2024	BINT109680	818-3010	4	Inbound Staging	QDCIN2	Q170151
Mar 2024	BINT109681	817-2000	4	Inbound Staging	QDCIN2	Q170138
Mar 2024	BINT109682	31S-9	60	Inbound Staging	QDCIN2	Q160311
Mar 2024	BINT109683	31S-9	60	Inbound Staging	QDCIN2	Q160312
Mar 2024	BINT109685	RNWC35	15	Inbound Staging	QDCIN2	Q270135
Mar 2024	BINT109686	31S-9	60	Inbound Staging	QDCIN2	Q160314
Mar 2024	BINT109687	31S-9	60	Inbound Staging	QDCIN2	Q160313
Mar 2024	BINT109688	817-2080	2	Inbound Staging	QDCIN2	Q170137
Mar 2024	BINT109689	31S-9	60	Inbound Staging	QDCIN2	Q160310
Mar 2024	BINT109690	820-4080-41	1	Inbound Staging	QDCIN2	Q170238
Mar 2024	BINT109691	31S-9	60	Inbound Staging	QDCIN2	Q160315
Mar 2024	BINT109692	31S-9	60	Inbound Staging	QDCIN2	Q160316
Mar 2024	BINT109694	31S-9	60	Inbound Staging	QDCIN2	Q160317
Mar 2024	BINT109695	806-1020	2	Inbound Staging	QDCIN2	Q170136
Mar 2024	BINT109696	GENIUS1	18	Inbound Staging	QDCIN2	Q170135
Mar 2024	BINT109697	GENIUS5	6	Inbound Staging	QDCIN2	Q170135
Mar 2024	BINT109698	31S-9	60	Inbound Staging	QDCIN2	Q160354
Mar 2024	BINT109699	GEN5X1	4	Inbound Staging	QDCIN2	Q170135
Mar 2024	BINT109700	GENIUS10	16	Inbound Staging	QDCIN2	Q170135
Mar 2024	BINT109701	31S-9	60	Inbound Staging	QDCIN2	Q160353
Mar 2024	BINT109702	817-1050	2	Inbound Staging	QDCIN2	Q170149
Mar 2024	BINT109703	806-1220	9	Inbound Staging	QDCIN2	Q170141
Mar 2024	BINT109704	31S-9	60	Inbound Staging	QDCIN2	Q160352
Mar 2024	BINT109705	31S-9	60	Inbound Staging	QDCIN2	Q160351
Mar 2024	BINT109706	31S-9	60	Inbound Staging	QDCIN2	Q160349
Mar 2024	BINT109707	31S-9	60	Inbound Staging	QDCIN2	Q160350
Mar 2024	BINT109708	31S-9	60	Inbound Staging	QDCIN2	Q160254
Mar 2024	BINT109709	DB05	28	Inbound Staging	QDCIN1	Q230242
Mar 2024	BINT109439	24DC	66	Inbound Staging	QDCIN2	Q190220
Mar 2024	BINT109440	24DC	66	Inbound Staging	QDCIN2	Q190417
Mar 2024	BINT109441	26R-6MF	84	Inbound Staging	QDCIN2	Q190235
Mar 2024	BINT109442	78DT-7MF	66	Inbound Staging	QDCIN2	Q210413
Mar 2024	BINT109443	24M-6	66	Inbound Staging	QDCIN2	Q190432
Mar 2024	BINT109444	H8-850-AB	45	Inbound Staging	QDCIN2	Q210227
Mar 2024	BINT109446	78DT-7MF	66	Inbound Staging	QDCIN2	Q210419
Mar 2024	BINT109447	H7-5CM	54	Inbound Staging	QDCIN2	Q220421
Mar 2024	BINT109448	78DT-7MF	66	Inbound Staging	QDCIN2	Q210420
Mar 2024	BINT109449	H5-EFB	48	Inbound Staging	QDCIN2	Q220215
Mar 2024	BINT109450	H7-5CM	54	Inbound Staging	QDCIN2	Q230422
Mar 2024	BINT109451	H7-5CM	54	Inbound Staging	QDCIN2	Q230421
Mar 2024	BINT109452	24DC	66	Inbound Staging	QDCIN2	Q190424
Mar 2024	BINT109453	24DC	66	Inbound Staging	QDCIN2	Q190423
Mar 2024	BINT109478	H7-5CM	54	Inbound Staging	QDCIN2	Q230420
Mar 2024	BINT109480	H6-EFB	44	Inbound Staging	QDCIN2	Q230419
Mar 2024	BINT109485	24M-6	66	Inbound Staging	QDCIN2	Q190321
Mar 2024	BINT109486	78-6	66	Inbound Staging	QDCIN2	Q210318
Mar 2024	BINT109487	78-7MF	66	Inbound Staging	QDCIN2	Q210422
Mar 2024	BINT109488	36R-6MF	66	Inbound Staging	QDCIN2	Q200320
Mar 2024	BINT109490	65-6MF	54	Inbound Staging	QDCIN2	Q200352
Mar 2024	BINT109491	26R-6MF	84	Inbound Staging	QDCIN2	Q190233
Mar 2024	BINT109492	RV24	66	Inbound Staging	QDCIN2	Q210449
Mar 2024	BINT109493	26R-6MF	84	Inbound Staging	QDCIN2	Q190234
Mar 2024	BINT109494	RV24	66	Inbound Staging	QDCIN2	Q210254
Mar 2024	BINT109495	RV24	66	Inbound Staging	QDCIN2	Q230343
Mar 2024	BINT109496	75DT-7MF	72	Inbound Staging	QDCIN2	Q210403
Mar 2024	BINT109497	24DC	66	Inbound Staging	QDCIN2	Q230344
Mar 2024	BINT109498	24M-8	66	Inbound Staging	QDCIN2	Q190433
Mar 2024	BINT109499	75DT-4	72	Inbound Staging	QDCIN2	Q210302
Mar 2024	BINT109500	H5-EFB	48	Inbound Staging	QDCIN2	Q230418
Mar 2024	BINT109501	78DT-7MF	66	Inbound Staging	QDCIN2	Q210201
Mar 2024	BINT109502	78DT-7MF	66	Inbound Staging	QDCIN2	Q210402
Mar 2024	BINT109503	31S-9	60	Inbound Staging	QDCIN2	Q170323
Mar 2024	BINT109504	31S-9	60	Inbound Staging	QDCIN2	Q180449
Mar 2024	BINT109507	31S-9	60	Inbound Staging	QDCIN2	Q180354
Mar 2024	BINT109508	31S-9	60	Inbound Staging	QDCIN2	Q180353
Mar 2024	BINT109509	31S-9	60	Inbound Staging	QDCIN2	Q180352
Mar 2024	BINT109510	31S-9	60	Inbound Staging	QDCIN2	Q180351
Mar 2024	BINT109511	31S-9	60	Inbound Staging	QDCIN2	Q180350
Mar 2024	BINT109512	31S-9	60	Inbound Staging	QDCIN2	Q180349
Mar 2024	BINT109513	31S-9	60	Inbound Staging	QDCIN2	Q180448
Mar 2024	BINT109514	31S-9	60	Inbound Staging	QDCIN2	Q180348
Mar 2024	BINT109515	31S-9	60	Inbound Staging	QDCIN2	Q180447
Mar 2024	BINT109516	31S-9	60	Inbound Staging	QDCIN2	Q180347
Mar 2024	BINT109518	31S-9	60	Inbound Staging	QDCIN2	Q180446
Mar 2024	BINT109519	31S-9	60	Inbound Staging	QDCIN2	Q180346
Mar 2024	BINT109520	31S-9	60	Inbound Staging	QDCIN2	Q180445
Mar 2024	BINT109521	31S-9	60	Inbound Staging	QDCIN2	Q180345
Mar 2024	BINT109523	31S-9	60	Inbound Staging	QDCIN2	Q180444
Mar 2024	BINT109524	31S-9	60	Inbound Staging	QDCIN2	Q180344
Mar 2024	BINT109525	31S-9	60	Inbound Staging	QDCIN2	Q180443
Mar 2024	BINT109526	31S-9	60	Inbound Staging	QDCIN2	Q180343
Mar 2024	BINT109528	31S-9	60	Inbound Staging	QDCIN2	Q180442
Mar 2024	BINT109529	31S-9	60	Inbound Staging	QDCIN2	Q180342
Mar 2024	BINT109531	31S-9	60	Inbound Staging	QDCIN2	Q180441
Mar 2024	BINT109532	31S-9	60	Inbound Staging	QDCIN2	Q180341
Mar 2024	BINT109310	DB05	28	Inbound Staging	QDCIN1	Q230343
Mar 2024	BINT109312	RNW865684821	4	Inbound Staging	QDCIN2	Q170146
Mar 2024	BINT109313	RNW8651034	5	Inbound Staging	QDCIN2	Q170205
Mar 2024	BINT109314	RNW865404821	5	Inbound Staging	QDCIN2	Q170206
Mar 2024	BINT109315	RNW865404821	1	Inbound Staging	QDCIN1	Q170206
Mar 2024	BINT109318	RNW865DCBRK125	2	Inbound Staging	QDCIN2	Q170109
Mar 2024	BINT109319	RNW865402421	1	Inbound Staging	QDCIN2	Q170115
Mar 2024	BINT109320	RNW86510301	2	Inbound Staging	QDCIN2	Q170104
Mar 2024	BINT109321	MBTX20UHD	144	Inbound Staging	QDCIN1	Q180105
Mar 2024	BINT109322	RNW8650330	2	Inbound Staging	QDCIN2	Q170113
Mar 2024	BINT109323	RNW865106001	2	Inbound Staging	QDCIN2	Q170113
Mar 2024	BINT109324	PST-2000-12	1	Inbound Staging	QDCIN1	Q170220
Mar 2024	BINT109325	D12550	66	Inbound Staging	QDCIN1	Q180124
Mar 2024	BINT109330	ODX-AGM31R	30	Inbound Staging	QDCIN1	Q270127
Mar 2024	BINT109332	941-0003	3	Inbound Staging	QDCIN1	Q170118
Mar 2024	BINT109338	941-0008	48	Inbound Staging	QDCIN1	Q170120
Mar 2024	BINT109345	SP-21100E00	1	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109350	31A-X	60	Inbound Staging	QDCIN2	Q200202
Mar 2024	BINT109351	31A-X	60	Inbound Staging	QDCIN2	Q200302
Mar 2024	BINT109353	31DCMF	60	Inbound Staging	QDCIN2	Q200201
Mar 2024	BINT109355	31DCMF	60	Inbound Staging	QDCIN2	Q200203
Mar 2024	BINT109356	31A-X	60	Inbound Staging	QDCIN2	Q200303
Mar 2024	BINT109360	31DCMF	59	Inbound Staging	QDCIN2	Q200303
Mar 2024	BINT109363	31DCMF	60	Inbound Staging	QDCIN2	Q200403
Mar 2024	BINT109365	31DCMF	60	Inbound Staging	QDCIN2	Q200404
Mar 2024	BINT109370	31DCMF	60	Inbound Staging	QDCIN2	Q200205
Mar 2024	BINT109372	31A-X	60	Inbound Staging	QDCIN2	Q200305
Mar 2024	BINT109373	D1250F2	21	Inbound Staging	QDCIN1	Q180123
Mar 2024	BINT109375	31DCMF	60	Inbound Staging	QDCIN2	Q200405
Mar 2024	BINT109376	31DCMF	60	Inbound Staging	QDCIN2	Q200306
Mar 2024	BINT109377	8D1155-AB	16	Inbound Staging	QDCIN2	Q230104
Mar 2024	BINT109378	31T925-AB	54	Inbound Staging	QDCIN2	Q220330
Mar 2024	BINT109380	31T925-AB	54	Inbound Staging	QDCIN2	Q220431
Mar 2024	BINT109381	31T925-AB	54	Inbound Staging	QDCIN2	Q220432
Mar 2024	BINT109382	31T925-AB	54	Inbound Staging	QDCIN2	Q270223
Mar 2024	BINT109383	31T925-AB	54	Inbound Staging	QDCIN2	Q270423
Mar 2024	BINT109384	31T925-AB	54	Inbound Staging	QDCIN2	Q270323
Mar 2024	BINT109385	31T925-AB	54	Inbound Staging	QDCIN2	Q270224
Mar 2024	BINT109386	31T925-AB	54	Inbound Staging	QDCIN2	Q270324
Mar 2024	BINT109387	31T925-AB	54	Inbound Staging	QDCIN2	Q270424
Mar 2024	BINT109388	8D1155-AB	16	Inbound Staging	QDCIN2	Q270225
Mar 2024	BINT109389	3ET-4	20	Inbound Staging	QDCIN2	Q270425
Mar 2024	BINT109390	31T750-AB	54	Inbound Staging	QDCIN2	Q270226
Mar 2024	BINT109391	8D1155-AB	16	Inbound Staging	QDCIN2	Q270325
Mar 2024	BINT109392	31T750-AB	54	Inbound Staging	QDCIN2	Q270326
Mar 2024	BINT109394	31S-X	60	Inbound Staging	QDCIN2	Q200109
Mar 2024	BINT109395	ODX-AGM31	30	Inbound Staging	QDCIN1	Q260221
Mar 2024	BINT109396	31S-X	60	Inbound Staging	QDCIN2	Q200406
Mar 2024	BINT109397	31S-X	60	Inbound Staging	QDCIN2	Q200316
Mar 2024	BINT109398	31S-X	60	Inbound Staging	QDCIN2	Q200216
Mar 2024	BINT109399	27F-7	72	Inbound Staging	QDCIN1	Q190221
Mar 2024	BINT109400	27-7MF	72	Inbound Staging	QDCIN2	Q190240
Mar 2024	BINT109401	31S-X	60	Inbound Staging	QDCIN2	Q190203
Mar 2024	BINT109402	31S-X	60	Inbound Staging	QDCIN2	Q190206
Mar 2024	BINT109403	31S-X	60	Inbound Staging	QDCIN2	Q190208
Mar 2024	BINT109404	31S-X	60	Inbound Staging	QDCIN2	Q190219
Mar 2024	BINT109405	31S-X	60	Inbound Staging	QDCIN2	Q200308
Mar 2024	BINT109406	31S-X	60	Inbound Staging	QDCIN2	Q200214
Mar 2024	BINT109179	31S-9	60	Inbound Staging	QDCIN2	Q160438
Mar 2024	BINT109183	31S-9	60	Inbound Staging	QDCIN2	Q160439
Mar 2024	BINT109187	31S-9	60	Inbound Staging	QDCIN2	Q160440
Mar 2024	BINT109188	31S-9	60	Inbound Staging	QDCIN2	Q160441
Mar 2024	BINT109192	31S-9	60	Inbound Staging	QDCIN2	Q160442
Mar 2024	BINT109195	31S-9	60	Inbound Staging	QDCIN2	Q160443
Mar 2024	BINT109197	31S-9	60	Inbound Staging	QDCIN2	Q160444
Mar 2024	BINT109202	31S-9	60	Inbound Staging	QDCIN2	Q160445
Mar 2024	BINT109203	31S-9	60	Inbound Staging	QDCIN2	Q160339
Mar 2024	BINT109204	31S-9	60	Inbound Staging	QDCIN2	Q160340
Mar 2024	BINT109205	31S-9	60	Inbound Staging	QDCIN2	Q160240
Mar 2024	BINT109206	31S-9	60	Inbound Staging	QDCIN2	Q160341
Mar 2024	BINT109207	31S-9	60	Inbound Staging	QDCIN2	Q160342
Mar 2024	BINT109208	31S-9	60	Inbound Staging	QDCIN2	Q160241
Mar 2024	BINT109209	31S-9	60	Inbound Staging	QDCIN2	Q160242
Mar 2024	BINT109210	31S-9	60	Inbound Staging	QDCIN2	Q160343
Mar 2024	BINT109211	31S-9	60	Inbound Staging	QDCIN2	Q160243
Mar 2024	BINT109212	31S-9	60	Inbound Staging	QDCIN2	Q160344
Mar 2024	BINT109213	31S-9	60	Inbound Staging	QDCIN2	Q160345
Mar 2024	BINT109214	31S-9	60	Inbound Staging	QDCIN2	Q160244
Mar 2024	BINT109215	31S-9	60	Inbound Staging	QDCIN2	Q160245
Mar 2024	BINT109216	31S-9	60	Inbound Staging	QDCIN2	Q160422
Mar 2024	BINT109217	31S-9	60	Inbound Staging	QDCIN2	Q160421
Mar 2024	BINT109218	31S-9	60	Inbound Staging	QDCIN2	Q160420
Mar 2024	BINT109237	912-2400	5	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109240	86-7CM	66	Inbound Staging	QDCIN2	Q210320
Mar 2024	BINT109241	H5-EFB	72	Inbound Staging	QDCIN2	Q250224
Mar 2024	BINT109243	H6-EFB	66	Inbound Staging	QDCIN2	Q250223
Mar 2024	BINT109244	H5-EFB	60	Inbound Staging	QDCIN2	Q250323
Mar 2024	BINT109245	96R-6MFCM	24	Inbound Staging	QDCIN2	Q210230
Mar 2024	BINT109246	H7-5	54	Inbound Staging	QDCIN2	Q240313
Mar 2024	BINT109247	H8-850-AB	45	Inbound Staging	QDCIN2	Q220126
Mar 2024	BINT109248	H7-5	54	Inbound Staging	QDCIN2	Q240312
Mar 2024	BINT109250	H7-5	54	Inbound Staging	QDCIN2	Q240311
Mar 2024	BINT109251	H7-5	54	Inbound Staging	QDCIN2	Q240310
Mar 2024	BINT109252	H7-5	54	Inbound Staging	QDCIN2	Q240309
Mar 2024	BINT109253	H7-5	54	Inbound Staging	QDCIN2	Q240308
Mar 2024	BINT109254	H7-5	54	Inbound Staging	QDCIN2	Q240307
Mar 2024	BINT109255	H7-5	54	Inbound Staging	QDCIN2	Q240306
Mar 2024	BINT109256	H7-5	54	Inbound Staging	QDCIN2	Q240305
Mar 2024	BINT109257	H7-5	54	Inbound Staging	QDCIN2	Q240304
Mar 2024	BINT109258	H7-5	54	Inbound Staging	QDCIN2	Q240303
Mar 2024	BINT109259	H7-5	54	Inbound Staging	QDCIN2	Q240302
Mar 2024	BINT109260	DB05	28	Inbound Staging	QDCIN2	Q210231
Mar 2024	BINT109261	DA04	32	Inbound Staging	QDCIN2	Q210134
Mar 2024	BINT109262	DB05	28	Inbound Staging	QDCIN2	Q230337
Mar 2024	BINT109263	DB05	28	Inbound Staging	QDCIN2	Q230338
Mar 2024	BINT109264	DB05	28	Inbound Staging	QDCIN2	Q230339
Mar 2024	BINT109265	DB05	28	Inbound Staging	QDCIN2	Q230239
Mar 2024	BINT109266	DB05	28	Inbound Staging	QDCIN2	Q230340
Mar 2024	BINT109267	DB05	28	Inbound Staging	QDCIN2	Q230242
Mar 2024	BINT109268	DA04	32	Inbound Staging	QDCIN2	Q230341
Mar 2024	BINT109269	DB05	28	Inbound Staging	QDCIN2	Q230342
Mar 2024	BINT109270	DB05	28	Inbound Staging	QDCIN2	Q230343
Mar 2024	BINT109273	8050-160	4	Inbound Staging	QDCIN2	Q260128
Mar 2024	BINT109275	8073-167	3	Inbound Staging	QDCIN2	Q260131
Mar 2024	BINT109278	8010-044	3	Inbound Staging	QDCIN2	Q260123
Mar 2024	BINT109281	8171-767	4	Inbound Staging	QDCIN2	Q260132
Mar 2024	BINT109286	7048-148	12	Inbound Staging	QDCIN2	Q260133
Mar 2024	BINT109290	8050-160	50	Inbound Staging	QDCIN2	Q260227
Mar 2024	BINT109294	8052-161	54	Inbound Staging	QDCIN2	Q260130
Mar 2024	BINT109295	8014-045	65	Inbound Staging	QDCIN2	Q260223
Mar 2024	BINT109296	8014-045	1	Inbound Staging	QDCIN2	Q260124
Mar 2024	BINT109297	8004-003	44	Inbound Staging	QDCIN2	Q250244
Mar 2024	BINT109298	RNW865684821	4	Inbound Staging	QDCIN1	Q170146
Mar 2024	BINT109035	BKAMG-500	40	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109036	MBTX12U	12	Inbound Staging	QDCIN1	Q170103
Mar 2024	BINT109037	MBTX14AU	8	Inbound Staging	QDCIN1	Q180103
Mar 2024	BINT109038	MBTX30UHD	12	Inbound Staging	QDCIN1	Q180202
Mar 2024	BINT109039	D1250F2	30	Inbound Staging	QDCIN1	Q180123
Mar 2024	BINT109040	VESAL064132020	25	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109041	TG2	1500	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109042	RET2	1000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109043	PBT8	2000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109044	CCT1	1750	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109045	CET1	3000	Inbound Staging	QDCIN1	Quebec DC
Mar 2024	BINT109046	MBTZ7S	15	Inbound Staging	QDCIN1	Q170105
Mar 2024	BINT109047	MB7U	1	Inbound Staging	QDCIN1	Q170105
Mar 2024	BINT109048	MBTX7U	1	Inbound Staging	QDCIN1	Q170105
Mar 2024	BINT109049	MB9U	2	Inbound Staging	QDCIN1	Q170102
Mar 2024	BINT109050	EFB4D	2	Inbound Staging	QDCIN1	Q250123
Mar 2024	BINT109051	MBTX14AU	40	Inbound Staging	QDCIN1	Q180103
Mar 2024	BINT109052	CB16CL-B	96	Inbound Staging	QDCIN2	Q230240
Mar 2024	BINT109053	CB14A-A2	144	Inbound Staging	QDCIN2	Q230134
Mar 2024	BINT109054	PST-3000-12	2	Inbound Staging	QDCIN1	Q170220
Mar 2024	BINT109055	746X915	4	Inbound Staging	QDCIN1	Q170220
Mar 2024	BINT109056	MBTX4U	5	Inbound Staging	QDCIN1	Q170101
Mar 2024	BINT109057	CTX12-BS	210	Inbound Staging	QDCIN2	Q240117
Mar 2024	BINT109058	MBTZ10S	2	Inbound Staging	QDCIN1	Q170105
Mar 2024	BINT109059	VEORI121222120	2	Inbound Staging	QDCIN1	Q270135
Mar 2024	BINT109060	VEORI121236120	2	Inbound Staging	QDCIN1	Q270135
Mar 2024	BINT109061	MNEPV30	6	Inbound Staging	QDCIN2	Q260144
Mar 2024	BINT109062	VEORI121240110	2	Inbound Staging	QDCIN1	Q270135
Mar 2024	BINT109063	MNSPD-600	2	Inbound Staging	QDCIN2	Q260144
Mar 2024	BINT109064	CTX9-BS	216	Inbound Staging	QDCIN2	Q230216
Mar 2024	BINT109065	N120H-4	2	Inbound Staging	QDCIN1	Q210149
Mar 2024	BINT109066	30H-7	6	Inbound Staging	QDCIN1	Q190152
Mar 2024	BINT109067	CTX30L-BS	90	Inbound Staging	QDCIN2	Q230120
Mar 2024	BINT109068	EFB4D	2	Inbound Staging	QDCIN1	Q250123
Mar 2024	BINT109069	24FAGM	12	Inbound Staging	QDCIN1	Q190130
Mar 2024	BINT109070	N100R-4	2	Inbound Staging	QDCIN1	Q210151
Mar 2024	BINT109071	D12180D	10	Inbound Staging	QDCIN1	Q180113
Mar 2024	BINT109072	51RAGM	10	Inbound Staging	QDCIN1	Q210137
Mar 2024	BINT109073	CTX20CH-BS	20	Inbound Staging	QDCIN1	Q240126
Mar 2024	BINT109074	D12450	10	Inbound Staging	QDCIN1	Q180120
Mar 2024	BINT109075	4891R-6MF	4	Inbound Staging	QDCIN1	Q200141
Mar 2024	BINT109076	MBTX20UHD	144	Inbound Staging	QDCIN1	Q180105
Mar 2024	BINT109077	CTX14AH-BS	144	Inbound Staging	QDCIN2	Q240118
Mar 2024	BINT109078	CTX30L-BS	90	Inbound Staging	QDCIN2	Q230220
Mar 2024	BINT109079	CTX20L-BS	120	Inbound Staging	QDCIN2	Q230122
Mar 2024	BINT109080	CTX30L-BS	90	Inbound Staging	QDCIN2	Q230219
Mar 2024	BINT109081	CTX20L-BS	120	Inbound Staging	QDCIN2	Q230222
Mar 2024	BINT109082	CTX30L-BS	90	Inbound Staging	QDCIN2	Q230218
Mar 2024	BINT109083	CTX14AH-BS	144	Inbound Staging	QDCIN2	Q240314
Mar 2024	BINT109084	CTX9-BS	216	Inbound Staging	QDCIN2	Q230215
Mar 2024	BINT109085	CTX12-BS	210	Inbound Staging	QDCIN2	Q240214
Mar 2024	BINT109086	CB14A-A2	144	Inbound Staging	QDCIN2	Q230237
Mar 2024	BINT109087	CTX5L-BS	360	Inbound Staging	QDCIN2	Q230113
Mar 2024	BINT109088	CB14L-A2	144	Inbound Staging	QDCIN2	Q230136
Mar 2024	BINT109092	D650	1260	Inbound Staging	QDCIN1	Q180238
Mar 2024	BINT109094	D680	910	Inbound Staging	QDCIN1	Q180241
Mar 2024	BINT109095	D6120	630	Inbound Staging	QDCIN1	Q180136
Mar 2024	BINT109096	CT14B-BS	42	Inbound Staging	QDCIN2	Q240212
Mar 2024	BINT109097	D121200E	42	Inbound Staging	QDCIN1	Q180210
Mar 2024	BINT109098	D12350	100	Inbound Staging	QDCIN1	Q180218
